<!--This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License (https://creativecommons.org/licenses/by-nc-sa/3.0/) The data presented in this file MAY NOT include all records shown on the datasheet. This occurs when we are unable to match a territory name to geographical coordinates in an authoritative manner.-->

Region,Latitude,Longitude,Extent,Last Reported,Origin,First Reported,Invasiveness,References,Notes
"Tianjin Shi","39.13333","117.2","Widespread","-","Introduced","-","Invasive","Flora of China Editorial Committee (2014)","-"
"Tibet Autonomous Region","32","90","Widespread","-","Introduced","-","Invasive","Flora of China Editorial Committee (2014)","-"
"Xinjiang Uygur Zizhiqu","42.56917","85.45611","Widespread","-","Introduced","-","Invasive","Flora of China Editorial Committee (2014)","-"
"Yunnan Sheng","25","102","Widespread","-","Introduced","-","Invasive","Flora of China Editorial Committee (2014)","-"
"Zhejiang Sheng","29","120","Widespread","-","Introduced","-","Invasive","Flora of China Editorial Committee (2014)","-"
"India","20","77","Present","-","-","-","-","-","Present based on regional distribution."
"State of Arunachal Pradesh","28","94.5","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Assam","26","93","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Himachal Pradesh","31","78","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Jammu and Kashmir","33.91667","76.66667","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Manipur","25","94","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Meghalaya","25.5","91.33333","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Mizoram","23","93","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Sikkim","27.75","88.5","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Tripura","24","92","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of Uttarakhand","30.25","79.25","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"State of West Bengal","24","88","Present","-","Introduced","-","Invasive","Chandra (2012)","-"
"Indonesia","-5","120","Present","-","Introduced","-","-","Flora of China Editorial Committee (2014)","-"
"Japan","35.68536","139.75309","Present","-","Introduced","-","-","Mito and Uesugi (2004)","-"
"Nepal","28","84","Present","-","Introduced","-","-","Flora of China Editorial Committee (2014)","-"
"Philippines","12.38","123.45","Present","-","Introduced","-","-","Flora of China Editorial Committee (2014)","-"
"Sri Lanka","7","81","Present","-","Introduced","-","-","Flora of China Editorial Committee (2014)","-"
"Taiwan","24","121","Widespread","-","Introduced","-","Invasive","Flora of China Editorial Committee (2014)","-"
"Turkey","39.05901","34.91155","Present","-","Introduced","-","-","DAISIE (2014)","Istanbul"
"British Virgin Islands","18.423","-64.618","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","Tortola"
"Costa Rica","10","-84","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Cuba","22","-79.5","Widespread","-","Introduced","-","Invasive","Oviedo Prieto et al. (2012)","-"
"Dominican Republic","19","-70.66667","Widespread","-","Introduced","-","Invasive","Kairo et al. (2003)","-"
"El Salvador","13.83333","-88.91667","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Haiti","19","-72.41667","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"Honduras","15","-86.5","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Nicaragua","13","-85","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Panama","9","-80","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Puerto Rico","18.24829","-66.49989","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"Austria","47.33333","13.33333","Present","-","Introduced","-","-","DAISIE (2014)","Very common weed"
"Belgium","50.83333","4","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Cyprus","35","33","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Czech Republic","49.75","15","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Denmark","56","10","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Estonia","59","26","Present","-","Introduced","-","-","DAISIE (2014)","-"
"France","46","2","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Region Corse","42","9","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Germany","51.5","10.5","Present","-","Introduced","-","-","NOBANIS (2014)","-"
"Greece","39","22","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Hungary","47","20","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Italy","42.83333","12.83333","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Lithuania","56","24","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Norway","62","10","Present","-","Introduced","-","-","NOBANIS (2014)","-"
"Portugal","39.5","-8","Present","-","Introduced","-","-","GBIF (2014)","-"
"Regiao Autonoma da Madeira","32.66667","-16.75","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Romania","46","25","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Russia","60","100","Present","-","Introduced","-","-","NOBANIS (2014)","Potentially invasive"
"Spain","40","-4","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Comunitat Autonoma de les Illes Balears","39.58876","2.90314","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Sweden","62","15","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Ukraine","49","32","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Canada","60.10867","-113.64258","Present","-","-","-","-","-","Present based on regional distribution."
"Ontario","49.25014","-84.49983","Widespread","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Quebec","52.00017","-71.99907","Widespread","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Mexico","23","-102","Present","-","Native","-","-","Vibrans (2009)","Weed"
"United States","39.76","-98.5","Present","-","-","-","-","-","Present based on regional distribution."
"Alabama","32.75041","-86.75026","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Arizona","34.5003","-111.50098","Widespread","-","Introduced","-","Invasive","USDA-NRCS (2014)","Noxious weed"
"Arkansas","34.75037","-92.50044","Widespread","-","Introduced","-","Invasive","USDA-NRCS (2014)","Noxious weed"
"California","37.25022","-119.75126","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Colorado","39.00027","-105.50083","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Connecticut","41.66704","-72.66648","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Delaware","39.00039","-75.49992","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"District of Columbia","38.91706","-77.00025","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Florida","28.75054","-82.5001","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Georgia","32.75042","-83.50018","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Hawaii","20.75028","-156.50028","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Illinois","40.00032","-89.25037","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Indiana","40.00032","-86.25027","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Iowa","42.00027","-93.50049","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Kansas","38.50029","-98.50063","Widespread","-","Introduced","-","Invasive","USDA-NRCS (2014)","Noxious weed"
"Kentucky","38.20042","-84.87762","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Louisiana","31.00047","-92.0004","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Maine","45.50032","-69.24977","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Maryland","39.00039","-76.74997","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Massachusetts","42.36565","-71.10832","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Michigan","44.25029","-85.50033","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Minnesota","46.25024","-94.25055","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Mississippi","32.75041","-89.75036","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Missouri","38.25031","-92.50046","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Montana","47.00025","-109.75102","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Nebraska","41.50028","-99.75067","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Nevada","39.25021","-116.75119","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"New Hampshire","43.66702","-71.4998","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"New Jersey","40.16706","-74.49987","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"New Mexico","34.50034","-106.00085","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"New York","43.00035","-75.4999","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"North Carolina","35.50069","-80.00032","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"North Dakota","47.50027","-100.00068","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Ohio","40.25034","-83.00018","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Oklahoma","35.49209","-97.50328","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Oregon","44.00013","-120.50139","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Pennsylvania","40.27245","-76.90567","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Rhode Island","41.75038","-71.49978","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"South Carolina","34.00043","-81.00009","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"South Dakota","44.50026","-100.25069","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Tennessee","35.75035","-86.25027","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Texas","31.25044","-99.25061","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Utah","39.25024","-111.75103","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Vermont","44.00034","-72.74983","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Virginia","37.54812","-77.44675","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Washington","47.50012","-120.50147","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"West Virginia","38.50038","-80.50009","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Wisconsin","44.50024","-90.00041","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Australia","-25","135","Present","-","-","-","-","-","Present based on regional distribution."
"State of New South Wales","-33","146","Widespread","-","Introduced","-","Invasive","University of Queensland (2014)","-"
"State of Queensland","-20","145","Widespread","-","Introduced","-","Invasive","University of Queensland (2014)","-"
"New Caledonia","-21.5","165.5","Present","-","Introduced","-","Invasive","Swarbrick (1997)","-"
"Argentina","-34","-64","Present","-","Native","-","-","Zuloaga et al. (2008)","Buenos Aires, Catamarca, Chaco, Córdoba, Corrientes, Distrito Federal, Entre Ríos, Formosa, Jujuy, La Pampa, La Rioja, Mendoza, Misiones, Salta, Sgo. del Estero, Santa Fe, San Juan, San Luis, Tucumán"
"Bolivia","-17","-65","Present","-","-","-","-","Davidse et al. (2012)","-"
"Brazil","-10","-55","Present","-","-","-","-","-","Present based on regional distribution."
"Estado do Acre","-9","-70","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Estado do Amazonas","-5","-63","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Estado da Bahia","-12","-42","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Espirito Santo","-5.8","-42.96667","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Maranhao","-7.76667","-36.11667","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Estado de Mato Grosso do Sul","-21","-55","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014); Simão-Bianchini and Ferreira (2014)","-"
"Estado de Minas Gerais","-18","-44","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Para","-7.84083","-36.37222","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Parana","-7.81667","-39.68333","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Estado de Pernambuco","-8","-37","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Estado do Rio de Janeiro","-22","-42.5","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Estado do Rio Grande do Sul","-30","-54","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Estado de Santa Catarina","-27","-50","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Sao Paulo","-4.78333","-38.76667","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Estado de Sergipe","-10.5","-37.5","Present","-","Native","-","-","Simão-Bianchini and Ferreira (2014)","-"
"Chile","-30","-71","Present","-","Introduced","-","-","Belov (2013)","-"
"Colombia","4","-72","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Ecuador","-2","-77.5","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Paraguay","-22.99333","-57.99639","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Peru","-10","-76","Present","-","Native","-","-","Davidse et al. (2012)","-"
"Uruguay","-33","-56","Present","-","-","-","-","Zuloaga et al. (2008)","-"
"Venezuela","8","-66","Present","-","Native","-","-","Davidse et al. (2012)","-"
