<!--This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License (https://creativecommons.org/licenses/by-nc-sa/3.0/) The data presented in this file MAY NOT include all records shown on the datasheet. This occurs when we are unable to match a territory name to geographical coordinates in an authoritative manner.-->

Region,Latitude,Longitude,Extent,Last Reported,Origin,First Reported,Invasiveness,References,Notes
"Shandong Sheng","36","119","Present","-","Introduced","-","Invasive","Weber et al. (2008)","Cultivated and naturalized"
"Shanxi Sheng","37","112","Present","-","Introduced","-","Invasive","Weber et al. (2008)","Cultivated and naturalized"
"Sichuan Sheng","30.5","102.5","Present","-","Introduced","-","Invasive","Weber et al. (2008)","Cultivated and naturalized"
"Yunnan Sheng","25","102","Present","-","Introduced","-","Invasive","Weber et al. (2008)","Cultivated and naturalized"
"Zhejiang Sheng","29","120","Present","-","Introduced","-","Invasive","Weber et al. (2008)","Cultivated and naturalized"
"Cocos Islands","-12.187","96.8307","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"India","20","77","Present","-","-","-","-","-","Present based on regional distribution."
"State of Andhra Pradesh","16","79","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Arunachal Pradesh","28","94.5","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Assam","26","93","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Bihar","25.75","85.75","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"Union Territory of Chandigarh","30.75","76.8","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"Daman","20.41667","72.85","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"National Capital Territory of Delhi","28.6667","77.1","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"Diu Island","20.71667","70.91667","Present","-","Introduced","-","-","-","Cultivated and naturalized"
"State of Goa","15.33333","74.08333","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Gujarat","23","72","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Haryana","29","76","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Himachal Pradesh","31","78","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Karnataka","13.5","76","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Kerala","10","76.5","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"Union Territory of Lakshadweep","10.9385","72.28043","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Madhya Pradesh","23.5","78.5","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Manipur","25","94","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Meghalaya","25.5","91.33333","Present","-","Introduced","-","-","-","Cultivated and naturalized"
"State of Mizoram","23","93","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Nagaland","26","94.25","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Odisha","20.5","84.41667","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Rajasthan","26","74","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Sikkim","27.75","88.5","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Tamil Nadu","11","78","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Tripura","24","92","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of Uttar Pradesh","27.25","80.75","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"State of West Bengal","24","88","Present","-","Introduced","-","-","Govaerts (2014)","Cultivated and naturalized"
"Indonesia","-5","120","Present","-","-","-","-","-","Present based on regional distribution."
"Irian Jaya","-5","138","Present","-","-","-","-","-","-"
"Java","-7.49167","110.00444","Present","-","-","-","-","-","-"
"Borneo","1","114","Present","-","-","-","-","-","-"
"Provinsi Maluku","-3.23846","130.14527","Present","-","-","-","-","-","-"
"Sumatra","0","102","Present","-","-","-","-","-","-"
"Iran","32","53","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Israel","31.5","34.75","Present","-","Introduced","-","Invasive","Holm et al. (1979)","-"
"Japan","35.68536","139.75309","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Jordan","31","36","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Malaysia","2.5","112.5","Widespread","-","Introduced","-","-","-","-"
"Peninsular Malaysia","4","102","Present","-","-","-","-","-","-"
"Sabah","5.5","117","Present","-","-","-","-","-","-"
"Sarawak","2.5","113.5","Present","-","-","-","-","-","-"
"Maldives","4.189","73.502","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Nepal","28","84","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Pakistan","30","70","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Philippines","12.38","123.45","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Qatar","25.5","51.25","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Saudi Arabia","25","45","Present","-","Introduced","-","-","-","-"
"Singapore","1.36667","103.8","Present","-","Introduced","-","Invasive","Chong et al. (2009)","-"
"Sri Lanka","7","81","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Taiwan","24","121","Present","-","Introduced","-","Invasive","Wu et al. (2004)","-"
"Thailand","15","100","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Turkey","39.05901","34.91155","Present","-","Introduced","-","Invasive","Govaerts (2014)","Cultivated and naturalized"
"Antigua and Barbuda","17.05","-61.8","Present","-","Introduced","-","Invasive","Cronk and Fuller (1995)","-"
"Aruba","12.5","-69.96667","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"Bahamas","24.636","-78.055","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"Barbados","13.16667","-59.53333","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"Belize","17.25","-88.75","Present","-","Introduced","-","-","-","-"
"Bonaire","12.19106","-68.2567","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"British Virgin Islands","18.423","-64.618","Present","-","Introduced","-","Invasive","Acevedo-Rodriguez and Strong (2012)","Guana, Tortola, Virgin Gorda"
"Cayman Islands","19.319","-81.24","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"Costa Rica","10","-84","Present","-","Introduced","-","Invasive","Chacón and Saborío (2012); Holm et al. (1979)","-"
"Cuba","22","-79.5","Present","-","Introduced","-","Invasive","Oviedo Prieto et al. (2012)","-"
"Curaçao","12.16667","-69","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"Dominica","15.5","-61.33333","Present","-","Introduced","-","-","Broome et al. (2007)","-"
"El Salvador","13.83333","-88.91667","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Guadeloupe","16.25","-61.58333","Present","-","Introduced","-","-","Broome et al. (2007)","-"
"Haiti","19","-72.41667","Present","-","Introduced","-","-","Acevedo-Rodriguez and Strong (2012)","-"
"Honduras","15","-86.5","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Jamaica","18.25","-77.5","Present","-","Introduced","-","Invasive","Holm et al. (1979)","-"
"Martinique","14.66667","-61","Present","-","Introduced","-","-","Broome et al. (2007)","-"
"Montserrat","16.75","-62.2","Present","-","Introduced","-","-","Broome et al. (2007)","-"
"Nicaragua","13","-85","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Panama","9","-80","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Puerto Rico","18.24829","-66.49989","Present","-","Introduced","-","Invasive","Acevedo-Rodriguez and Strong (2012); Holm et al. (1979)","-"
"Saint Lucia","13.88333","-60.96667","Present","-","Introduced","-","-","Broome et al. (2007)","-"
"Saint Vincent and the Grenadines","13.252","-61.188","Present","-","Introduced","-","-","Broome et al. (2007)","-"
"Austria","47.33333","13.33333","Present","-","-","-","-","-","-"
"Belgium","50.83333","4","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Bulgaria","43","25","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Croatia","45.16667","15.5","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Cyprus","35","33","Present","-","Introduced","-","-","DAISIE (2014)","Naturalized"
"Czech Republic","49.75","15","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Denmark","56","10","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Estonia","59","26","Present","-","Introduced","-","-","DAISIE (2014)","-"
"France","46","2","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Region Corse","42","9","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Greece","39","22","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Hungary","47","20","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Italy","42.83333","12.83333","Present","-","-","-","-","-","Present based on regional distribution."
"Regione Autonoma della Sardegna","40","9","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Regione Autonoma Siciliana","37.75","14.25","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Lithuania","56","24","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Malta","35.91667","14.43333","Present","-","Introduced","-","-","DAISIE (2014)","Naturalized"
"Poland","52","20","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Portugal","39.5","-8","Present","-","-","-","-","-","Present based on regional distribution."
"Regiao Autonoma dos Acores","38.5","-28","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Regiao Autonoma da Madeira","32.66667","-16.75","Present","-","Introduced","-","Invasive","DAISIE (2014)","-"
"Romania","46","25","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Spain","40","-4","Present","-","Introduced","-","Invasive","Institute Hórus de Desenvolvimento and Ambient Con (2003)","-"
"Comunitat Autonoma de les Illes Balears","39.58876","2.90314","Present","-","Introduced","-","-","DAISIE (2014)","Naturalized"
"Sweden","62","15","Present","-","Introduced","-","-","DAISIE (2014)","Naturalized"
"United Kingdom","54","-2","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Scotland","56","-4","Present","-","Introduced","-","-","DAISIE (2014)","-"
"Serbia","44.81892","20.45998","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Bermuda","32.3","-64.752","Present","-","Introduced","-","-","Govaerts (2014)","-"
"Canada","60.10867","-113.64258","Present","-","-","-","-","-","Present based on regional distribution."
"Manitoba","55.00019","-97.00049","Present","-","Introduced","-","-","-","-"
"Mexico","23","-102","Present","-","Introduced","-","Invasive","Villaseñor and Espinosa-Garcia (2004)","-"
"United States","39.76","-98.5","Present","-","-","-","-","-","Present based on regional distribution."
"Alabama","32.75041","-86.75026","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Arizona","34.5003","-111.50098","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"California","37.25022","-119.75126","Present","-","Introduced","-","Invasive","USDA-NRCS (2002)","-"
"Connecticut","41.66704","-72.66648","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Delaware","39.00039","-75.49992","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Florida","28.75054","-82.5001","Present","-","Introduced","-","Invasive","Miller et al. (2002); USDA-NRCS (2002)","-"
"Georgia","32.75042","-83.50018","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Hawaii","20.75028","-156.50028","Present","-","Introduced","-","Invasive","Holm et al. (1979)","-"
"Illinois","40.00032","-89.25037","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Kentucky","38.20042","-84.87762","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Louisiana","31.00047","-92.0004","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Massachusetts","42.36565","-71.10832","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Mississippi","32.75041","-89.75036","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Missouri","38.25031","-92.50046","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"New Hampshire","43.66702","-71.4998","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"New Jersey","40.16706","-74.49987","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"New York","43.00035","-75.4999","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"North Carolina","35.50069","-80.00032","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Ohio","40.25034","-83.00018","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Pennsylvania","40.27245","-76.90567","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"South Carolina","34.00043","-81.00009","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Tennessee","35.75035","-86.25027","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Texas","31.25044","-99.25061","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Utah","39.25024","-111.75103","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"Virginia","37.54812","-77.44675","Present","-","Introduced","-","-","USDA-NRCS (2014)","-"
"American Samoa","-14.3","-170.71","Present","-","Introduced","-","Invasive","Space and Flynn (1999)","-"
"Australia","-25","135","Widespread","-","Introduced","-","Invasive","Holm et al. (1979)","-"
"State of New South Wales","-33","146","Present","-","Introduced","-","Invasive","NWSEC, 1998","-"
"State of Queensland","-20","145","Present","-","Introduced","-","Invasive","Cronk and Fuller (1995)","-"
"State of South Australia","-30","135","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"State of Victoria","-37","145","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Cook Islands","-21.217","-159.787","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Fiji","-18","178","Present","-","Introduced","-","Invasive","PIER (2014); Holm et al. (1979)","-"
"French Polynesia","-15","-140","Widespread","-","Introduced","-","Invasive","PIER (2014)","-"
"Guam","13.481","144.7315","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Kiribati","1.851","-157.395","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Marshall Islands","7.103","171.155","Present","-","Introduced","-","-","PIER (2014)","-"
"Nauru","-0.517","166.933","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"New Caledonia","-21.5","165.5","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"New Zealand","-42","174","Present","-","Introduced","-","Invasive","Holm et al. (1979)","-"
"Niue","-19.03333","-169.86667","Present","-","Introduced","-","-","Space and Flynn (2000); PIER (2014)","-"
"Norfolk Island","-29.03333","167.95","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Northern Mariana Islands","15.214","145.756","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Palau","7.503","134.621","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Papua New Guinea","-6","147","Present","-","Introduced","-","-","PIER (2014)","-"
"Pitcairn Island","-25.07075","-130.10834","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Samoa","-13.669","-172.253","Present","-","Introduced","-","-","-","-"
"Solomon Islands","-8","159","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Tonga","-21.189","-175.201","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Vanuatu","-15.36","166.9","Present","-","Introduced","-","-","-","-"
"Wallis and Futuna Islands","-14.28694","-178.13083","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Argentina","-34","-64","Present","-","Introduced","-","Invasive","I3N-Argentina (2014)","-"
"Brazil","-10","-55","Present","-","-","-","-","-","Present based on regional distribution."
"Estado do Acre","-9","-70","Present","-","Introduced","-","-","Cordeiro (2014)","-"
"Amapa","1.85706","-50.84374","Present","-","Introduced","-","-","Cordeiro (2014)","-"
"Estado do Amazonas","-5","-63","Present","-","Introduced","-","-","Cordeiro (2014)","-"
"Estado da Bahia","-12","-42","Present","-","Introduced","-","Invasive","Cordeiro (2014); I3N-Brasil (2014)","-"
"Ceara","-1.75","-44.83333","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Espirito Santo","-5.8","-42.96667","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Goias","-15.80277","-50.24132","Present","-","Introduced","-","-","Cordeiro (2014)","-"
"Maranhao","-7.76667","-36.11667","Present","-","Introduced","-","-","Cordeiro (2014)","-"
"Estado de Mato Grosso do Sul","-21","-55","Present","-","Introduced","-","Invasive","Cordeiro (2014); I3N-Brasil (2014); I3N-Brasil (2014)","-"
"Estado de Minas Gerais","-18","-44","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Para","-7.84083","-36.37222","Present","-","Introduced","-","-","Cordeiro (2014)","-"
"Paraiba","-9.08333","-36.65","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Parana","-7.81667","-39.68333","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Estado de Pernambuco","-8","-37","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Piaui","-16.96667","-41.85","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Estado do Rio de Janeiro","-22","-42.5","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Estado do Rio Grande do Sul","-30","-54","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Estado de Rondonia","-11","-63","Present","-","Introduced","-","-","Cordeiro (2014)","-"
"Estado de Roraima","1","-61","Present","-","Introduced","-","-","Cordeiro (2014)","-"
"Sao Paulo","-4.78333","-38.76667","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Estado de Sergipe","-10.5","-37.5","Present","-","Introduced","-","Invasive","I3N-Brasil (2014)","-"
"Chile","-30","-71","Present","-","Introduced","-","Invasive","Holm et al. (1979)","Invasive also on J. Fernandez Island"
"Easter Island","-27.11667","-109.36667","Present","-","Introduced","-","Invasive","PIER (2014)","-"
"Colombia","4","-72","Present","-","Introduced","-","Invasive","Holm et al. (1979)","-"
"Ecuador","-2","-77.5","Present","-","Introduced","-","Invasive","IABIN (2014)","-"
"Galapagos Islands","0","-90.5","Present","-","Introduced","-","Invasive","-","-"
"Paraguay","-22.99333","-57.99639","Present","-","Introduced","-","Invasive","IABIN (2014)","-"
"Uruguay","-33","-56","Present","-","Introduced","-","Invasive","IABIN (2014); Holm et al. (1979)","-"
"Venezuela","8","-66","Present","-","Introduced","-","-","Holm et al. (1979)","-"
